2018_rank,name,2018_net_worth,age,2018_source,2018_country,2018_industry,founder,some_wealth_inheritance,major_wealth_inheritance,ethnicity,misc
1281,jack cowin,1.8,77,fast food,australia,,,,,,
1281,jacques d'amours,1.8,62,retail,canada,,,,,,
1281,john de mol,1.8,64,television,netherlands,,,,,,
1281,robert duggan,1.8,75,pharmaceuticals,united states,,,,,,
1281,john farber,1.8,93,chemicals,united states,,,,,,
1281,james france,1.8,74,nascar,"racing""",united states,,,,,
1281,valentin gapontsev,1.8,80,lasers,united states,,,,,,
1281,harsh goenka,1.8,61,diversified,india,,,,,,
1281,sergei gordeev,1.8,46,real estate,russia,,,,,,
1281,suat gunsel,1.8,66,real estate,"education""",cyprus,,,,,
1281,bill haslam,1.8,60,truck stops,united states,,,,,,
1281,roberto hernandez ramirez,1.8,77,banking,mexico,,,,,,
1281,hortensia herrero,1.8,69,supermarkets,spain,,,,,,
1281,jiang weiping,1.8,64,chemicals,china,,,,,,
1281,jiang yehua,1.8,56,real estate,china,,,,,,
1281,michael jordan,1.8,56,charlotte hornets,"endorsements""",united states,,,,,black
1281,keeree kanjanapas,1.8,68,transportation,thailand,,,,,,
1281,william koch,1.8,79,oil,"investments""",united states,,,,,
1281,koo kwang-mo,1.8,41,lg,south korea,,,,,,
1281,dominika kulczyk,1.8,41,diversified,poland,,,,,,
1281,christopher kwok,1.8,33,real estate,hong kong,,,,,,
1281,edward kwok,1.8,38,real estate,hong kong,,,,,,
1281,raymond kwok,1.8,66,real estate,hong kong,,,,,,
1281,marc lasry,1.8,58,hedge funds,united states,,,,,,
1281,lee boo-jin,1.8,48,computer services,"tourism""",south korea,,,,,
1281,michael lee-chin,1.8,68,mutual funds,canada,,,,,,
1281,li li,1.8,55,pharmaceuticals,china,,,,,,
1281,david lichtenstein,1.8,57,real estate,united states,,,,,,
1281,yusaku maezawa,1.8,43,online retail,japan,,,,,,
1281,craig mccaw,1.8,69,telecom,united states,,,,,,
1281,manuel moroun,1.8,92,transportation,united states,,,,,,
1281,david nahmad,1.8,72,art collection,monaco,,,,,,
1281,jonathan nelson,1.8,63,private equity,united states,,,,,,
1281,stefan olsson,1.8,70,diversified,sweden,,,,,,
1281,clive palmer,1.8,65,mining,australia,,,,,,
1281,park hyeon-joo,1.8,60,mutual funds,south korea,,,,,,
1281,heloise pratt,1.8,56,manufacturing,"investment""",australia,,,,,
1281,ren jianhua,1.8,62,kitchen appliances,china,,,,,,
1281,francisco jose riberas mera,1.8,55,steel,"autoparts""",spain,,,,,
1281,juan maria riberas mera,1.8,50,steel,spain,,,,,,
1281,brian roberts,1.8,60,comcast,united states,,,,,,
1281,stephen rubin,1.8,82,sports apparel,united kingdom,,,,,,
1281,carlos sanchez,1.8,57,generic drugs,brazil,,,,,,
1281,leonard schleifer,1.8,67,pharmaceuticals,united states,,,,,,
1281,thaksin shinawatra,1.8,69,investments,thailand,,,,,,
1281,shu ping,1.8,49,restaurants,singapore,,,,,,
1281,shum chiu hung,1.8,49,real estate,china,,,,,,
1281,sylvia stroeher,1.8,64,cosmetics,germany,,,,,,
1281,david teoh,1.8,63,telecom,australia,,,,,,
1281,wichai thongtang,1.8,72,investments,thailand,,,,,,
1281,sandro veronesi,1.8,59,fashion,italy,,,,,,
1281,todd wagner,1.8,58,online media,united states,,,,,,
1281,ronald wanek,1.8,78,furniture,united states,,,,,,
1281,wei shaojun,1.8,56,real estate,china,,,,,,
1281,zhong shanshan,1.8,64,beverage,"pharmaceutical""",china,,,,,
1281,zhu baoguo,1.8,57,pharmaceuticals,china,,,,,,
1281,zhu gongshan,1.8,61,solar panel materials,china,,,,,,
1349,marcel adams,1.7,98,real estate,canada,,,,,,
1349,saif al ghurair,1.7,95,diversified,united arab emirates,,,,,,
1349,syed mokhtar albukhary,1.7,67,engineering,energy,"construction""",malaysia,,,,
1349,anil ambani,1.7,60,diversified,india,,,,,,
1349,patricia angelini rossi,1.7,65,forestry,"mining""",chile,,,,,
1349,sezai bacaksiz,1.7,69,diversified,turkey,,,,,,
1349,angela bennett,1.7,75,mining,australia,,,,,,
1349,david booth,1.7,73,mutual funds,united states,,,,,,
1349,tatiana casiraghi,1.7,35,beer,monaco,,,,,,
1349,michel chalhoub,1.7,87,retail,france,,,,,,
1349,binod chaudhary,1.7,64,diversified,nepal,,,,,,
1349,chen fashu,1.7,58,investments,china,,,,,,
1349,tony chen,1.7,70,electronics,taiwan,,,,,,
1349,kommer damen,1.7,75,shipbuilding,netherlands,,,,,,
1349,benjamin de rothschild,1.7,55,banking,switzerland,,,,,,
1349,dominique desseigne,1.7,74,casinos,france,,,,,,
1349,paul foster,1.7,61,oil refining,united states,,,,,,
1349,fu guangming,1.7,65,poultry,china,,,,,,
1349,mario gabelli,1.7,77,money management,united states,,,,,,
1349,peter gassner,1.7,54,software,united states,,,,,,
1349,dennis gillings,1.7,75,drug testing,united kingdom,,,,,,
1349,shmuel harlap,1.7,74,automotive,israel,,,,,,
1349,asok kumar hiranandani,1.7,64,real estate,singapore,,,,,,
1349,ho hung anh,1.7,49,consumer products,"banking""",vietnam,,,,,
1349,reid hoffman,1.7,51,linkedin,united states,,,,,,
1349,hu baifan,1.7,56,pharmaceuticals,china,,,,,,
1349,hal jackman,1.7,87,insurance,"investments""",canada,,,,,
1349,bradley jacobs,1.7,63,logistics,united states,,,,,,
1349,jiang bin,1.7,52,acoustic components,china,,,,,,
1349,manuel jove,1.7,78,real estate,spain,,,,,,
1349,ke xiping,1.7,59,investments,china,,,,,,
1349,kim jun-ki,1.7,74,diversified,south korea,,,,,,
1349,kim taek-jin,1.7,52,online games,south korea,,,,,,
1349,suna kirac,1.7,78,diversified,turkey,,,,,,
1349,alexander klyachin,1.7,52,real estate,russia,,,,,,
1349,kong jian min,1.7,51,real estate,china,,,,,,
1349,andre koo,"sr.""",1.7,52,financial services,taiwan,,,,,
1349,koon poh keong,1.7,58,aluminum,malaysia,,,,,,
1349,sebastian kulczyk,1.7,38,diversified,poland,,,,,,
1349,lee joong-keun,1.7,78,construction,"real estate""",south korea,,,,,
1349,lee seo-hyun,1.7,45,computer services,"tourism""",south korea,,,,,
1349,peter leibinger,1.7,52,machine tools,germany,,,,,,
1349,regine leibinger,1.7,56,machine tools,germany,,,,,,
1349,wolfgang leitner,1.7,66,engineering,austria,,,,,,
1349,jimmy john liautaud,1.7,55,sandwich chain,united states,,,,,,
1349,lim oon kuin,1.7,75,oil trading,singapore,,,,,,
1349,bill liu,1.7,36,electronics,china,,,,,,
1349,catherine lozick,1.7,74,valve manufacturing,united states,,,,,,
1349,gary michelson,1.7,70,medical patents,united states,,,,,,
1349,yoshiko mori,1.7,78,real estate,japan,,,,,,
1349,mofatraj munot,1.7,74,real estate,india,,,,,,
1349,nihat ozdemir,1.7,69,diversified,turkey,,,,,,
1349,pierre karl péladeau,1.7,57,media,canada,,,,,,
1349,tor peterson,1.7,54,commodities,united states,,,,,,
1349,theodore rachmat,1.7,75,diversified,indonesia,,,,,,
1349,julio mario santo domingo,"iii.""",1.7,34,beer,united states,,,,,
1349,antonio luiz seabra,1.7,76,cosmetics,brazil,,,,,,
1349,martua sitorus,1.7,59,palm oil,indonesia,,,,,,
1349,peter sondakh,1.7,69,investments,indonesia,,,,,,
1349,henry swieca,1.7,62,hedge funds,united states,,,,,,
1349,jeffrey talpins,1.7,44,hedge fund,united states,,,,,,
1349,clemens toennies,1.7,63,meat processing,germany,,,,,,
1349,robert toennies,1.7,41,meat processing,germany,,,,,,
1349,ivar tollefsen,1.7,58,real estate,norway,,,,,,
1349,tran ba duong,1.7,59,automotive,vietnam,,,,,,
1349,tseng cheng,1.7,57,petrochemicals,taiwan,,,,,,
1349,vardis vardinoyannis,1.7,86,oil and gas,greece,,,,,,
1349,ricardo villela marino,1.7,45,banking,brazil,,,,,,
1349,myron wentz,1.7,79,health products,st. kitts and nevis,,,,,,
1349,wong luen hei,1.7,57,building materials,china,,,,,,
1349,horst wortmann,1.7,78,footwear,germany,,,,,,
1349,gordon wu,1.7,83,real estate,hong kong,,,,,,
1349,wu guangming,1.7,57,medical equipment,china,,,,,,
1349,wu kaiting,1.7,49,electronics,hong kong,,,,,,
1349,yang erzhu,1.7,68,real estate,china,,,,,,
1349,yu huijiao,1.7,53,package delivery,china,,,,,,
1425,faisal bin qassim al thani,1.6,71,hotels,"diversified""",qatar,,,,,
1425,bill alfond,1.6,71,shoes,united states,,,,,,
1425,susan alfond,1.6,74,shoes,united states,,,,,,
1425,ted alfond,1.6,74,shoes,united states,,,,,,
1425,isak andic,1.6,65,fashion retail,spain,,,,,,
1425,vasily anisimov,1.6,67,real estate,russia,,,,,,
1425,michael ashcroft,1.6,73,security,united kingdom,,,,,,
1425,miriam baumann-blocher,1.6,44,chemicals,switzerland,,,,,,
1425,nicolas berggruen,1.6,57,investments,united states,,,,,,
1425,o. francis biondi,1.6,55,hedge funds,united states,,,,,,
1425,vladimir bogdanov,1.6,68,oil,russia,,,,,,
1425,peter buck,1.6,88,subway sandwich shops,united states,,,,,,
1425,cen junda,1.6,55,pharmaceuticals,china,,,,,,
1425,chen liying,1.6,43,package delivery,china,,,,,,
1425,chen xueli,1.6,67,pharmaceuticals,china,,,,,,
1425,ivan chrenko,1.6,52,real estate,slovakia,,,,,,
1425,turgay ciner,1.6,63,diversified,turkey,,,,,,
1425,brunello cucinelli,1.6,65,fashion,italy,,,,,,
1425,sol daurella,1.6,53,coca-cola,spain,,,,,,
1425,carl douglas,1.6,58,investments,sweden,,,,,,
1425,eric douglas,1.6,51,investments,sweden,,,,,,
1425,du shuanghua,1.6,54,steel,china,,,,,,
1425,bulent eczacibasi,1.6,69,pharmaceuticals,"diversified""",turkey,,,,,
1425,eduardo eurnekian,1.6,86,airports,"investments""",argentina,,,,,
1425,marcos galperin,1.6,-,e-commerce,argentina,,,,,,
1425,sanjiv goenka,1.6,58,diversified,india,,,,,,
1425,christopher goldsbury,1.6,76,salsa,united states,,,,,,
1425,ryan graves,1.6,36,uber,united states,,,,,,
1425,lutz mario helmig,1.6,72,hospitals,germany,,,,,,
1425,christoph henkel,1.6,61,consumer goods,germany,,,,,,
1425,brian higgins,1.6,54,hedge funds,united states,,,,,,
1425,alan howard,1.6,55,hedge funds,united kingdom,,,,,,
1425,douglas hsu,1.6,76,diversified,taiwan,,,,,,
1425,huang wei,1.6,59,real estate,china,,,,,,
1425,huang yi,1.6,57,car dealerships,hong kong,,,,,,
1425,devendra jain,1.6,90,chemicals,india,,,,,,
1425,stephen jarislowsky,1.6,93,money management,canada,,,,,,
1425,jia tianjiang,1.6,57,non-ferrous metals,china,,,,,,
1425,george joseph,1.6,97,insurance,united states,,,,,,
1425,eiichi kuriwada,1.6,72,package delivery,japan,,,,,,
1425,manuel lao hernandez,1.6,75,casinos,spain,,,,,,
1425,lee myung-hee,1.6,75,retail,south korea,,,,,,
1425,lin fanlian,1.6,58,energy,"real estate""",china,,,,,
1425,lin jianhua,1.6,56,solar panel components,china,,,,,,
1425,tobi lutke,1.6,39,e-commerce,canada,,,,,,
1425,prayudh mahagitsiri,1.6,73,coffee,"shipping""",thailand,,,,,
1425,anand mahindra,1.6,64,automobiles,india,,,,,,
1425,gilles martin,1.6,55,laboratory services,france,,,,,,
1425,david mcmurtry,1.6,79,manufacturing,united kingdom,,,,,,
1425,martin moller nielsen,1.6,54,aircraft leasing,denmark,,,,,,
1425,massimo moratti,1.6,74,oil refinery,italy,,,,,,
1425,mario moretti polegato,1.6,66,shoes,italy,,,,,,
1425,charles munger,1.6,95,berkshire hathaway,united states,,,,,,
1425,craig newmark,1.6,66,craigslist,united states,,,,,,
1425,gretel packer,1.6,53,casinos,australia,,,,,,
1425,erik paulsson,1.6,77,construction,"real estate""",sweden,,,,,
1425,nelson peltz,1.6,77,investments,united states,,,,,,
1425,gregorio perez companc,1.6,83,oil & gas,argentina,,,,,,
1425,markus persson,1.6,40,computer games,sweden,,,,,,
1425,mahendra prasad,1.6,79,pharmaceuticals,india,,,,,,
1425,abdulsamad rabiu,1.6,58,cement,"sugar""",nigeria,,,,,
1425,jerry reinsdorf,1.6,83,sports teams,united states,,,,,,
1425,ren zhengfei,1.6,75,telecom equipment,china,,,,,,
1425,vito rodriguez rodriguez,1.6,80,processed milk,peru,,,,,,
1425,sheryl sandberg,1.6,49,facebook,united states,,,,,,
1425,gerald schwartz,1.6,77,finance,canada,,,,,,
1425,yuri shefler,1.6,51,alcohol,russia,,,,,,
1425,shi wen-long,1.6,91,plastics,taiwan,,,,,,
1425,rajju shroff,1.6,85,agrochemicals,india,,,,,,
1425,ben silbermann,1.6,37,pinterest,united states,,,,,,
1425,thomas steyer,1.6,62,hedge funds,united states,,,,,,
1425,alexander tedja,1.6,73,real estate,indonesia,,,,,,
1425,jim thompson,1.6,79,logistics,united states,,,,,,
1425,luiza helena trajano,1.6,67,retail chain,brazil,,,,,,
1425,roman trotsenko,1.6,48,transport,engineering,"real estate""",russia,,,,
1425,hamdi ulukaya,1.6,46,greek yogurt,turkey,,,,,,
1425,rodolfo villela marino,1.6,43,banking,brazil,,,,,,
1425,wang xicheng,1.6,70,tires,china,,,,,,
1425,evan williams,1.6,47,twitter,united states,,,,,,
1425,swift xie,1.6,-,drones,china,,,,,,
1425,xue xiangdong,1.6,60,software,china,,,,,,
1425,yi rubo,1.6,42,real estate,china,,,,,,
1425,zeng fangqin,1.6,53,smartphone components,china,,,,,,
1425,zhong huijuan,1.6,58,pharmaceuticals,china,,,,,,
1425,zhong sheng jian,1.6,61,real estate,singapore,,,,,,
1425,zhu xingliang,1.6,60,construction,china,,,,,,
1511,antti aarnio-wihuri,1.5,79,diversified,finland,,,,,,
1511,lia maria aguiar,1.5,81,banking,brazil,,,,,,
1511,mohamed al fayed,1.5,90,retail,"investments""",egypt,,,,,
1511,roman avdeev,1.5,52,banking,"development""",russia,,,,,
1511,louis bacon,1.5,62,hedge funds,united states,,,,,,
1511,alex beard,1.5,51,mining,"commodities""",united kingdom,,,,,
1511,andrei bokarev,1.5,52,metals,"mining""",russia,,,,,
1511,josef boquoi,1.5,85,frozen foods,germany,,,,,,
1511,ana maria brescia cafferata,1.5,95,mining,"banking""",peru,,,,,
1511,ron burkle,1.5,66,supermarkets,"investments""",united states,,,,,
1511,saket burman,1.5,42,consumer goods,united kingdom,,,,,,
1511,chang pyung-soon,1.5,68,educational services,south korea,,,,,,
1511,cheung yan,1.5,62,paper manufacturing,china,,,,,,
1511,fernando chico pardo,1.5,67,airport management,mexico,,,,,,
1511,yvon chouinard,1.5,80,patagonia,united states,,,,,,
1511,chua thian poh,1.5,71,real estate,singapore,,,,,,
1511,alberto cortina,1.5,73,investments,spain,,,,,,
1511,luigi cremonini,1.5,80,meat processing,italy,,,,,,
1511,cui genliang,1.5,61,electric components,china,,,,,,
1511,d. leopoldo del pino y calvo-sotelo,1.5,56,construction,spain,,,,,,
1511,maria del pino y calvo-sotelo,1.5,63,construction,spain,,,,,,
1511,k. dinesh,1.5,65,software services,india,,,,,,
1511,du weimin,1.5,55,vaccines,china,,,,,,
1511,faruk eczacibasi,1.5,65,pharmaceuticals,"diversified""",turkey,,,,,
1511,n. murray edwards,1.5,59,oil & gas,canada,,,,,,
1511,daniel feffer,1.5,59,pulp and paper,brazil,,,,,,
1511,david feffer,1.5,62,pulp and paper,brazil,,,,,,
1511,ruben feffer,1.5,49,pulp and paper,brazil,,,,,,
1511,stephen feinberg,1.5,59,private equity,united states,,,,,,
1511,kathy fields,1.5,61,skin care,united states,,,,,,
1511,bernd freier,1.5,62,fashion retail,germany,,,,,,
1511,fu kwan,1.5,61,real estate,"diversified""",china,,,,,
1511,rolf gerling,1.5,64,insurance,germany,,,,,,
1511,peter grogg,1.5,77,biochemicals,switzerland,,,,,,
1511,bill gross,1.5,75,investments,united states,,,,,,
1511,david harding,1.5,57,finance,united kingdom,,,,,,
1511,timothy headington,1.5,69,oil & gas,"investments""",united states,,,,,
1511,gudrun heine,1.5,64,medical devices,germany,,,,,,
1511,hoi kin hong,1.5,66,real estate,macau,,,,,,
1511,anurang jain,1.5,57,auto parts,india,,,,,,
1511,hamilton james,1.5,67,investments,united states,,,,,,
1511,jim justice,"ii.""",1.5,68,coal,united states,,,,,
1511,seth klarman,1.5,62,investments,united states,,,,,,
1511,lam kong,1.5,55,pharmaceuticals,china,,,,,,
1511,anthony langley,1.5,64,manufacturing,united kingdom,,,,,,
1511,lee ho-jin,1.5,56,diversified,south korea,,,,,,
1511,lee jay-hyun,1.5,59,food products,"entertainment""",south korea,,,,,
1511,nicola leibinger-kammueller,1.5,59,manufacturing,germany,,,,,,
1511,bernard lewis,1.5,93,fashion retailer,united kingdom,,,,,,
1511,jeffrey lorberbaum,1.5,64,flooring,united states,,,,,,
1511,daniel lubetzky,1.5,50,kind healthy snacks,united states,,,,,,
1511,yasseen mansour,1.5,57,diversified,egypt,,,,,,
1511,billy joe (red) mccombs,1.5,91,real estate,oil,cars,"sports""",united states,,,
1511,jim mckelvey,1.5,53,mobile payments,united states,,,,,,
1511,robert mouawad,1.5,74,fine jewelry,lebanon,,,,,,
1511,marius nacht,1.5,53,software,israel,,,,,,
1511,ezra nahmad,1.5,73,art,monaco,,,,,,
1511,oei hong leong,1.5,71,investments,singapore,,,,,,
1511,lirio parisotto,1.5,65,investments,brazil,,,,,,
1511,pei zhenhua,1.5,60,batteries,china,,,,,,
1511,roger penske,1.5,82,cars,united states,,,,,,
1511,jose isaac peres,1.5,79,shopping malls,brazil,,,,,,
1511,forrest preston,1.5,86,health care,united states,healthcare,,,,,
1511,qiu jianping,1.5,57,hand tools,china,,,,,,
1511,matthias reinhart,1.5,59,finance,switzerland,,,,,,
1511,chad richison,1.5,48,payroll processing,united states,services,,,,,
1511,katie rodan,1.5,64,skin care,united states,,,,,,
1511,ruan shuilong,1.5,83,chemicals,china,,,,,,
1511,ivan savvidis,1.5,60,agribusiness,russia,,,,,,
1511,martin selig,1.5,81,real estate,united states,,,,,,
1511,neil shen,1.5,51,venture capital,hong kong,,,,,,
1511,shi yuzhu,1.5,56,online games,"investments""",china,,,,,
1511,evgeny (eugene) shvidler,1.5,55,oil & gas,"investments""",united states,,,,,
1511,leonid simanovsky,1.5,70,investments,russia,,,,,,
1511,jerzy starak,1.5,71,pharmaceuticals,poland,,,,,,
1511,sybill storz,1.5,82,medical devices,germany,,,,,,
1511,satoshi suzuki,1.5,65,cosmetics,japan,,,,,,
1511,tian ming,1.5,65,measuring instruments,china,,,,,,
1511,kenneth tuchman,1.5,59,outsourcing,united states,,,,,,
1511,john whittaker,1.5,77,real estate,united kingdom,,,,,,
1511,stephen winn,1.5,72,real estate services,united states,,,,,,
1511,ian wood,1.5,76,energy services,united kingdom,,,,,,
1511,wu guanjiang,1.5,50,pharmaceuticals,china,,,,,,
1511,jihan wu,1.5,33,cryptocurrency mining chips,china,,,,,,
1511,xiao yongming,1.5,55,fertilizer,china,,,,,,
1511,xie zhikun,1.5,58,investments,china,,,,,,
1511,luis enrique yarur rey,1.5,68,banking,chile,,,,,,
1511,vladimir yevtushenkov,1.5,70,telecom,"investments""",russia,,,,,
1511,yu peidi,1.5,59,real estate,hong kong,,,,,,
1511,gavril yushvaev,1.5,61,precious metals,"real estate""",russia,,,,,
1511,zhang daocai,1.5,69,valves,china,,,,,,
1511,zhang tao,1.5,46,e-commerce,china,,,,,,
1511,kostyantin zhevago,1.5,45,mining,ukraine,,,,,,
1511,zhou jian,1.5,42,robotics,china,,,,,,
1605,farkhad akhmedov,1.4,63,investments,russia,,,,,,
1605,alberto alcocer,1.4,76,investments,spain,,,,,,
1605,kutayba alghanim,1.4,73,diversified,kuwait,,,,,,
1605,alexandra andresen,1.4,22,investments,norway,,,,,,
1605,katharina andresen,1.4,24,investments,norway,,,,,,
1605,edmund ansin,1.4,83,television,united states,,,,,,
1605,nigel austin,1.4,48,retail,australia,,,,,,
1605,mehmet aydinlar,1.4,62,hospitals,turkey,,,,,,
1605,lesley bamberger,1.4,54,real estate,netherlands,,,,,,
1605,pavel baudis,1.4,59,software,czech republic,,,,,,
1605,eduardo belmont anderson,1.4,73,cosmetics,peru,,,,,,
1605,john bloor,1.4,76,real estate,"manufacturing""",united kingdom,,,,,
1605,brett blundy,1.4,59,retail,"agribusiness""",australia,,,,,
1605,nicola bulgari,1.4,78,luxury goods,italy,,,,,,
1605,amit burman,1.4,50,consumer goods,india,,,,,,
1605,edouard carmignac,1.4,71,asset management,france,,,,,,
1605,herb chambers,1.4,77,car dealerships,united states,,,,,,
1605,chao teng-hsiung,1.4,74,real estate,taiwan,,,,,,
1605,henry cheng,1.4,72,diversified,hong kong,,,,,,
1605,daniel chiu,1.4,58,oil & gas,hong kong,,,,,,
1605,eduardo cojuangco,1.4,84,food,"drinks""",philippines,,,,,
1605,robert coyiuto,"jr""",1.4,66,power,philippines,,,,,
1605,diego della valle,1.4,65,shoes,italy,,,,,,
1605,norbert dentressangle,1.4,65,transport,"logistics""",france,,,,,
1605,bharat desai,1.4,66,it consulting,united states,,,,,,
1605,beda diethelm,1.4,78,hearing aids,switzerland,,,,,,
1605,dou zhenggang,1.4,66,energy,"chemicals""",china,,,,,
1605,john edson,1.4,87,leisure craft,united states,,,,,,
1605,bob ell,1.4,74,real estate,australia,,,,,,
1605,gabriel escarrer,1.4,84,hotels,spain,,,,,,
1605,michael federmann,1.4,75,defense,"hotels""",israel,,,,,
1605,jorge feffer,1.4,54,pulp and paper,brazil,,,,,,
1605,gary fegel,1.4,45,commodities,"investments""",switzerland,,,,,
1605,robert fisher,1.4,65,gap,united states,,,,,,
1605,william fisher,1.4,62,gap,united states,,,,,,
1605,martha ford,1.4,93,ford motor,united states,,,,,,
1605,alan gerry,1.4,90,cable television,united states,,,,,,
1605,gerry harvey,1.4,79,retail,australia,,,,,,
1605,ilkka herlin,1.4,60,elevators,"escalators""",finland,,,,,
1605,j. tomilson hill,1.4,71,investments,united states,,,,,,
1605,niranjan hiranandani,1.4,69,real estate,india,,,,,,
1605,hu kaijun,1.4,57,pharmaceuticals,china,,,,,,
1605,hu yangzhong,1.4,54,technology,china,,,,,,
1605,huang qiaoling,1.4,60,amusement parks,china,,,,,,
1605,b. wayne hughes,"jr""",1.4,58,storage facilities,united states,,,,,
1605,hur young-in,1.4,70,bakeries,"fast food""",south korea,,,,,
1605,pyotr kondrashev,1.4,70,investments,russia,,,,,,
1605,yuriy kosiuk,1.4,51,agribusiness,ukraine,,,,,,
1605,michael krasny,1.4,65,retail,united states,,,,,,
1605,heikki kyostila,1.4,73,dental products,finland,,,,,,
1605,philippe laffont,1.4,51,hedge fund,united states,,,,,,
1605,lee yin yee,1.4,67,glass,china,,,,,,
1605,lei jufang,1.4,66,pharmaceuticals,china,,,,,,
1605,james leininger,1.4,74,medical products,united states,,,,,,
1605,solomon lew,1.4,74,retail,australia,,,,,,
1605,li ping,1.4,51,storage batteries,hong kong,,,,,,
1605,li xuhui,1.4,51,soy sauce,china,,,,,,
1605,liu ming chung,1.4,56,paper,brazil,,,,,,
1605,kenneth lo,1.4,80,textiles,united kingdom,,,,,,
1605,anatoly lomakin,1.4,67,investments,russia,,,,,,
1605,lou zhongfu,1.4,65,real estate,china,,,,,,
1605,brandt louie,1.4,76,drugstores,canada,,,,,,
1605,ma xiuhui,1.4,48,led lighting,china,,,,,,
1605,george marcus,1.4,77,real estate,united states,,,,,,
1605,willy michel,1.4,72,medical devices,switzerland,,,,,,
1605,gail miller,1.4,75,car dealerships,united states,,,,,,
1605,kentaro ogawa,1.4,71,restaurants,japan,,,,,,
1605,niti osathanugrah,1.4,45,investments,thailand,,,,,,
1605,pan laican,1.4,-,soy sauce,china,,,,,,
1605,karl-johan persson,1.4,44,h&m,sweden,,,,,,
1605,tom persson,1.4,34,h&m,sweden,,,,,,
1605,victor pinchuk,1.4,58,steel pipes,"diversified""",ukraine,,,,,
1605,murdaya poo,1.4,78,diversified,indonesia,,,,,,
1605,subhash runwal,1.4,76,real estate,india,,,,,,
1605,nobutada saji,1.4,73,beverages,japan,,,,,,
1605,thomas sandell,1.4,58,hedge funds,sweden,,,,,,
1605,fayez sarofim,1.4,90,money management,united states,,,,,,
1605,arnout schuijff,1.4,51,payments software,netherlands,,,,,,
1605,paulo setubal neto,1.4,70,banking,brazil,,,,,,
1605,bhadresh shah,1.4,67,engineering,india,,,,,,
1605,shao qinxiang,1.4,64,diversified,china,,,,,,
1605,s.d. shibulal,1.4,64,software services,india,,,,,,
1605,donald sihombing,1.4,63,construction,indonesia,,,,,,
1605,ron sim,1.4,60,retail,singapore,,,,,,
1605,jasminder singh,1.4,68,hotels,united kingdom,,,,,,
1605,stephen smith,1.4,68,finance and investments,canada,,,,,,
1605,charlotte soderstrom,1.4,42,h&m,sweden,,,,,,
1605,peter sperling,1.4,59,education,united states,,,,,,
1605,petter stordalen,1.4,56,hotels,norway,,,,,,
1605,kevin systrom,1.4,35,instagram,united states,,,,,,
1605,peter szulczewski,1.4,37,e-commerce,canada,,,,,,
1605,luc tack,1.4,57,textile,"chemicals""",belgium,,,,,
1605,tang yan,1.4,40,social media,china,,,,,,
1605,jonathan tisch,1.4,65,insurance,"nfl team""",united states,,,,,
1605,wilma tisch,1.4,92,diversified,united states,,,,,,
1605,kenny troutt,1.4,71,telecom,united states,,,,,,
1605,pavel tykac,1.4,55,coal mines,czech republic,,,,,,
1605,john van lieshout,1.4,73,real estate,australia,,,,,,
1605,shamsheer vayalil,1.4,42,healthcare,india,,,,,,
1605,arkady volozh,1.4,55,search engine,russia,,,,,,
1605,wan long,1.4,78,food,china,,,,,,
1605,wang chou-hsiong,1.4,78,footwear,taiwan,,,,,,
1605,chris wanstrath,1.4,34,collaborative software,united states,,,,,,
1605,charlotte colket weber,1.4,76,campbell soup,united states,,,,,,
1605,wei ing-chou,1.4,66,food,"beverages""",taiwan,,,,,
1605,wei yin-chun,1.4,62,food,"beverages""",taiwan,,,,,
1605,wei yin-heng,1.4,60,food,"beverages""",taiwan,,,,,
1605,wei ying-chiao,1.4,64,food,"beverages""",taiwan,,,,,
1605,dan wilks,1.4,63,natural gas,united states,,,,,,
1605,farris wilks,1.4,67,natural gas,united states,,,,,,
1605,zhao tao,1.4,53,pharmaceuticals,singapore,,,,,,
1605,zhou chengjian,1.4,54,fashion retail,china,,,,,,
1717,marc andreessen,1.3,48,venture capital investing,united states,,,,,,
1717,john armitage,1.3,59,hedge funds,ireland,,,,,,
1717,brian armstrong,1.3,36,cryptocurrency,united states,,,,,,
1717,joesley batista,1.3,47,beef processing,brazil,,,,,,
1717,wesley batista,1.3,46,beef packing,brazil,,,,,,
1717,barbara benetton,1.3,50,fashion retail,"investments""",italy,,,,,
1717,sabrina benetton,1.3,45,fashion retail,"investments""",italy,,,,,
1717,hubertus benteler,1.3,72,auto parts,germany,,,,,,
1717,tomasz biernacki,1.3,46,supermarkets,poland,,,,,,
1717,bernhard braun-luedicke,1.3,42,medical technology,germany,,,,,,
1717,eva maria braun-luedicke,1.3,32,medical technology,germany,,,,,,
1717,friederike braun-luedicke,1.3,35,medical technology,germany,,,,,,
1717,hideyuki busujima,1.3,66,pachinko machines,japan,,,,,,
1717,cai hongbin,1.3,-,pharmaceuticals,china,,,,,,
1717,steve case,1.3,60,aol,united states,,,,,,
1717,jeffrey cheah,1.3,74,property,malaysia,,,,,,
1717,chen jinshi,1.3,56,construction,"real estate""",china,,,,,
1717,chey ki-won,1.3,55,computer services,"telecom""",south korea,,,,,
1717,henry davis,1.3,68,beef processing,united states,,,,,,
1717,darwin deason,1.3,79,xerox,united states,,,,,,
1717,jamie dimon,1.3,63,banking,united states,,,,,,
1717,du jiangtao,1.3,49,chemicals,china,,,,,,
1717,clement fayat,1.3,87,construction,france,,,,,,
